"","actor1","actor2"
"11420",20,131
"11421",122,131
"11422",92,138
"11423",102,118
"11424",58,149
"11425",95,58
"11426",120,138
"11427",130,120
"11428",91,95
"11429",130,120
"11430",149,102
"11431",119,137
"11432",119,137
"11433",104,105
"11434",119,137
"11435",117,20
"11436",137,151
"11437",59,49
"11438",149,43
"11439",59,138
"11440",138,92
"11441",92,59
"11442",138,59
"11443",112,118
"11444",67,155
"11445",56,60
"11446",56,67
"11447",20,131
"11448",20,131
"11449",67,24
"11450",1,76
"11451",120,138
"11452",98,131
"11453",126,55
"11454",127,151
"11455",6,107
"11456",20,131
"11457",98,131
"11458",119,111
"11459",119,35
"11460",119,111
"11461",43,156
"11462",43,112
"11463",143,144
"11464",103,155
"11465",60,145
"11466",33,3
"11467",112,118
"11468",56,17
"11469",145,60
"11470",112,43
"11471",143,149
"11472",143,91
"11473",124,24
"11474",60,145
"11475",103,84
"11476",45,65
"11477",61,122
"11478",137,151
"11479",109,130
"11480",137,151
"11481",91,143
"11482",91,143
"11483",137,151
"11484",113,131
"11485",113,61
"11486",131,20
"11487",20,131
"11488",67,24
"11489",20,131
"11490",137,151
"11491",67,90
"11492",67,90
"11493",67,90
"11494",137,151
"11495",131,122
"11496",156,66
"11497",112,43
"11498",82,11
"11499",151,127
"11500",156,131
"11501",118,112
"11502",39,142
"11503",67,90
"11504",67,90
"11505",143,91
"11506",69,102
"11507",148,7
"11508",39,142
"11509",98,109
"11510",122,65
"11511",43,55
"11512",1,121
"11513",104,10
"11514",104,10
"11515",67,90
"11516",67,90
"11517",67,90
"11518",17,65
"11519",98,67
"11520",98,67
"11521",98,67
"11522",121,82
"11523",144,58
"11524",82,121
"11525",131,20
"11526",67,24
"11527",82,121
"11528",124,11
"11529",43,144
"11530",43,144
"11531",151,127
"11532",98,65
"11533",98,65
"11534",149,102
"11535",151,127
"11536",17,65
"11537",43,102
"11538",143,129
"11539",98,67
"11540",143,67
"11541",18,114
"11542",85,100
"11543",20,131
"11544",156,102
"11545",69,118
"11546",72,27
"11547",61,122
"11548",61,56
"11549",61,48
"11550",144,58
"11551",61,15
"11552",20,131
"11553",61,82
"11554",20,131
"11555",61,67
"11556",111,119
"11557",20,131
"11558",67,156
"11559",20,131
"11560",118,69
"11561",118,69
"11562",131,20
"11563",118,69
"11564",98,148
"11565",118,69
"11566",118,69
"11567",112,118
"11568",131,61
"11569",1,144
"11570",1,76
"11571",1,144
"11572",156,67
"11573",112,43
"11574",20,131
"11575",151,127
"11576",156,102
"11577",69,118
"11578",43,112
"11579",90,67
"11580",69,118
"11581",69,118
"11582",67,65
"11583",113,20
"11584",113,61
"11585",113,15
"11586",61,20
"11587",61,20
"11588",131,20
"11589",131,20
"11590",58,26
"11591",20,131
"11592",130,138
"11593",20,131
"11594",156,102
"11595",6,107
"11596",59,49
"11597",60,65
"11598",59,49
"11599",131,20
"11600",131,20
"11601",74,41
"11602",67,90
"11603",145,72
"11604",95,53
"11605",67,98
"11606",109,113
"11607",53,59
"11608",26,53
"11609",118,112
"11610",59,49
"11611",126,55
"11612",98,148
"11613",126,55
"11614",133,33
"11615",63,74
"11616",1,67
"11617",143,75
"11618",143,149
"11619",20,131
"11620",20,131
"11621",156,55
"11622",67,148
"11623",156,102
"11624",126,55
"11625",67,148
"11626",59,1
"11627",65,109
"11628",112,118
"11629",31,5
"11630",143,75
"11631",143,135
"11632",156,80
"11633",98,148
"11634",39,90
"11635",98,114
"11636",56,17
"11637",69,102
"11638",109,130
"11639",130,109
"11640",77,109
"11641",77,53
"11642",143,91
"11643",82,121
"11644",138,109
"11645",138,120
"11646",91,143
"11647",59,138
"11648",77,109
"11649",77,53
"11650",65,67
"11651",1,144
"11652",77,109
"11653",67,24
"11654",95,53
"11655",135,67
"11656",53,77
"11657",19,134
"11658",132,6
"11659",20,122
"11660",69,118
"11661",59,49
"11662",144,89
"11663",65,113
"11664",144,89
"11665",20,131
"11666",143,91
"11667",91,143
"11668",20,131
"11669",69,30
"11670",67,147
"11671",4,150
"11672",69,43
"11673",63,90
"11674",90,63
"11675",90,67
"11676",1,144
"11677",1,144
"11678",1,144
"11679",1,144
"11680",1,144
"11681",1,144
"11682",39,142
"11683",1,144
"11684",138,92
"11685",91,143
"11686",20,61
"11687",91,143
"11688",156,67
"11689",109,130
"11690",58,26
"11691",1,144
"11692",95,91
"11693",95,91
"11694",59,1
"11695",95,26
"11696",109,130
"11697",90,53
"11698",20,131
"11699",63,74
"11700",116,78
"11701",59,49
"11702",19,134
"11703",82,65
"11704",122,61
"11705",5,31
"11706",138,109
"11707",131,122
"11708",29,14
"11709",4,150
"11710",95,58
"11711",144,95
"11712",90,50
"11713",50,100
"11714",1,144
"11715",1,144
"11716",39,142
"11717",137,151
"11718",122,20
"11719",130,120
"11720",61,131
"11721",138,45
"11722",61,20
"11723",61,20
"11724",109,113
"11725",113,109
"11726",82,121
"11727",95,26
"11728",92,138
"11729",20,131
"11730",20,131
"11731",20,131
"11732",20,131
"11733",20,131
"11734",72,27
"11735",95,26
"11736",138,109
"11737",20,131
"11738",138,92
"11739",59,49
"11740",20,131
"11741",91,149
"11742",62,83
"11743",20,131
"11744",20,131
"11745",91,149
"11746",59,49
"11747",72,57
"11748",1,100
"11749",100,85
"11750",138,130
"11751",27,57
"11752",148,135
"11753",33,3
"11754",56,57
"11755",39,50
"11756",20,131
"11757",116,78
"11758",98,65
"11759",63,90
"11760",67,90
"11761",54,39
"11762",1,76
"11763",1,76
"11764",39,63
"11765",13,6
"11766",98,148
"11767",131,20
"11768",131,61
"11769",131,24
"11770",61,20
"11771",131,20
"11772",149,91
"11773",20,131
"11774",59,1
"11775",20,131
"11776",69,5
"11777",129,91
"11778",20,131
"11779",69,5
"11780",59,120
"11781",77,53
"11782",20,61
"11783",131,20
"11784",91,95
"11785",59,138
"11786",77,109
"11787",92,59
"11788",113,20
"11789",20,122
"11790",20,61
"11791",95,129
"11792",95,58
"11793",144,91
"11794",144,91
"11795",91,144
"11796",91,53
"11797",144,91
"11798",39,63
"11799",131,117
"11800",24,45
"11801",98,148
"11802",98,14
"11803",20,131
"11804",137,151
"11805",154,65
"11806",126,146
"11807",126,146
"11808",20,61
"11809",123,90
"11810",79,76
"11811",98,154
"11812",69,5
"11813",1,76
"11814",29,55
"11815",29,8
"11816",8,98
"11817",126,146
"11818",146,126
"11819",137,151
"11820",95,77
"11821",130,120
"11822",122,20
"11823",61,68
"11824",61,140
"11825",131,20
"11826",77,53
"11827",53,77
"11828",144,91
"11829",45,109
"11830",91,53
"11831",91,144
"11832",95,129
"11833",53,91
"11834",95,58
"11835",120,59
"11836",58,95
"11837",20,131
"11838",95,58
"11839",144,91
"11840",20,131
"11841",20,61
"11842",130,109
"11843",77,109
"11844",67,154
"11845",59,49
"11846",143,91
"11847",144,91
"11848",20,131
"11849",4,130
"11850",20,131
"11851",41,129
"11852",95,129
"11853",118,112
"11854",95,91
"11855",131,20
"11856",95,129
"11857",147,11
"11858",91,144
"11859",112,29
"11860",29,112
"11861",45,24
"11862",98,67
"11863",20,122
"11864",91,149
"11865",91,149
"11866",20,61
"11867",20,17
"11868",20,131
"11869",20,61
"11870",20,131
"11871",11,147
"11872",122,131
"11873",109,45
"11874",29,14
"11875",112,118
"11876",69,43
"11877",56,48
"11878",137,151
"11879",77,26
"11880",77,26
"11881",95,129
"11882",95,91
"11883",91,144
"11884",144,91
"11885",20,145
"11886",20,122
"11887",77,109
"11888",91,109
"11889",130,109
"11890",91,149
"11891",20,131
"11892",20,131
"11893",131,20
"11894",130,120
"11895",53,91
"11896",20,61
"11897",77,53
"11898",91,144
"11899",59,120
"11900",59,49
"11901",4,120
"11902",144,1
"11903",77,53
"11904",120,92
"11905",131,109
"11906",59,49
"11907",98,67
"11908",144,91
"11909",91,144
"11910",144,91
"11911",24,45
"11912",121,124
"11913",29,14
"11914",20,131
"11915",20,131
"11916",47,27
"11917",20,131
"11918",20,61
"11919",56,17
"11920",100,85
"11921",79,42
"11922",67,24
"11923",33,109
"11924",98,148
"11925",100,85
"11926",109,105
"11927",138,91
"11928",109,105
"11929",42,100
"11930",91,143
"11931",129,95
"11932",24,67
"11933",129,95
"11934",64,29
"11935",64,99
"11936",77,109
"11937",92,138
"11938",6,107
"11939",6,107
"11940",20,131
"11941",91,75
"11942",144,143
"11943",24,147
"11944",134,74
"11945",91,144
"11946",59,49
"11947",20,131
"11948",118,112
"11949",59,49
"11950",4,138
"11951",109,130
"11952",24,124
"11953",120,138
"11954",67,65
"11955",29,143
"11956",145,27
"11957",145,27
"11958",91,149
"11959",130,109
"11960",130,109
"11961",29,143
"11962",104,105
"11963",91,143
"11964",24,67
"11965",120,4
"11966",120,4
"11967",39,54
"11968",61,122
"11969",59,138
"11970",4,138
"11971",120,4
"11972",92,130
"11973",24,147
"11974",19,123
"11975",156,131
"11976",58,144
"11977",120,4
"11978",59,49
"11979",34,109
"11980",113,109
"11981",120,138
"11982",122,11
"11983",69,66
"11984",56,47
"11985",98,135
"11986",146,144
"11987",92,144
"11988",93,5
"11989",91,143
"11990",122,2
"11991",91,143
"11992",60,154
"11993",91,149
"11994",91,149
"11995",102,146
"11996",15,113
"11997",56,121
"11998",13,105
"11999",98,67
"12000",127,23
"12001",20,131
"12002",95,58
"12003",58,26
"12004",20,61
"12005",154,67
"12006",59,138
"12007",19,123
"12008",4,138
"12009",4,138
"12010",59,49
"12011",93,5
"12012",31,78
"12013",58,95
"12014",122,61
"12015",69,5
"12016",67,98
"12017",20,61
"12018",142,39
"12019",20,131
"12020",154,67
"12021",20,17
"12022",20,131
"12023",50,90
"12024",20,131
"12025",95,129
"12026",91,95
"12027",98,67
"12028",95,150
"12029",29,67
"12030",125,71
"12031",131,20
"12032",113,109
"12033",95,58
"12034",20,47
"12035",92,138
"12036",20,131
"12037",143,91
"12038",95,91
"12039",40,22
"12040",120,138
"12041",40,33
"12042",92,138
"12043",92,138
"12044",82,121
"12045",58,95
"12046",1,76
"12047",20,131
"12048",20,131
"12049",143,91
"12050",77,95
"12051",74,152
"12052",15,25
"12053",58,95
"12054",120,138
"12055",118,89
"12056",120,138
"12057",120,138
"12058",122,131
"12059",76,79
"12060",126,102
"12061",120,92
"12062",131,20
"12063",20,131
"12064",20,156
"12065",1,144
"12066",1,144
"12067",118,89
"12068",59,49
"12069",122,61
"12070",40,110
"12071",67,143
"12072",112,118
"12073",130,120
"12074",130,120
"12075",130,120
"12076",131,20
"12077",20,131
"12078",33,144
"12079",20,131
"12080",53,90
"12081",109,113
"12082",67,155
"12083",39,96
"12084",91,144
"12085",91,95
"12086",92,120
"12087",53,90
"12088",7,154
"12089",1,144
"12090",91,143
"12091",154,7
"12092",58,144
"12093",11,24
"12094",95,77
"12095",98,40
"12096",109,59
"12097",91,143
"12098",143,91
"12099",143,91
"12100",131,20
"12101",130,120
"12102",130,120
"12103",130,120
"12104",130,109
"12105",130,4
"12106",95,58
"12107",20,131
"12108",92,120
"12109",58,95
"12110",58,95
"12111",20,131
"12112",19,123
"12113",156,43
"12114",118,75
"12115",20,131
"12116",67,90
"12117",20,131
"12118",152,74
"12119",74,152
"12120",40,78
"12121",120,138
"12122",39,142
"12123",123,135
"12124",123,78
"12125",130,109
"12126",6,107
"12127",92,138
"12128",77,109
"12129",131,20
"12130",1,144
"12131",85,76
"12132",61,131
"12133",100,85
"12134",85,76
"12135",100,85
"12136",98,67
"12137",78,31
"12138",98,135
"12139",1,76
"12140",67,90
"12141",131,20
"12142",65,60
"12143",20,131
"12144",1,144
"12145",56,27
"12146",113,61
"12147",65,154
"12148",91,144
"12149",141,107
"12150",109,45
"12151",67,90
"12152",85,76
"12153",111,137
"12154",131,90
"12155",91,149
"12156",98,67
"12157",98,135
"12158",20,131
"12159",131,20
"12160",59,53
"12161",131,20
"12162",143,91
"12163",120,49
"12164",20,131
"12165",82,121
"12166",82,11
"12167",82,121
"12168",59,4
"12169",120,4
"12170",130,120
"12171",20,131
"12172",5,78
"12173",20,61
"12174",20,61
"12175",20,131
"12176",59,53
"12177",1,100
"12178",20,61
"12179",20,61
"12180",11,82
"12181",118,129
"12182",118,129
"12183",148,40
"12184",61,131
"12185",20,122
"12186",91,144
"12187",95,26
"12188",82,121
"12189",39,134
"12190",83,62
"12191",112,118
"12192",122,20
"12193",42,62
"12194",112,118
"12195",148,146
"12196",113,25
"12197",45,138
"12198",114,18
"12199",56,17
"12200",131,20
"12201",61,20
"12202",61,122
"12203",61,122
"12204",130,120
"12205",130,120
"12206",130,120
"12207",130,120
"12208",130,120
"12209",95,26
"12210",120,49
"12211",131,122
"12212",92,138
"12213",92,138
"12214",59,138
"12215",95,90
"12216",120,49
"12217",120,49
"12218",1,76
"12219",1,76
"12220",1,100
"12221",143,91
"12222",61,122
"12223",61,131
"12224",118,112
"12225",4,138
"12226",144,91
"12227",50,39
"12228",112,118
"12229",118,112
"12230",131,20
"12231",59,53
"12232",120,4
"12233",130,120
"12234",30,112
"12235",112,118
"12236",69,5
"12237",95,58
"12238",112,100
"12239",45,138
"12240",122,20
"12241",61,15
"12242",83,62
"12243",24,11
"12244",24,11
"12245",112,43
"12246",67,123
"12247",146,100
"12248",1,144
"12249",100,146
"12250",1,144
"12251",145,72
"12252",118,102
"12253",24,11
"12254",56,82
"12255",136,89
"12256",91,143
"12257",138,45
"12258",58,26
"12259",82,121
"12260",130,120
"12261",130,120
"12262",130,53
"12263",113,53
"12264",130,53
"12265",138,130
"12266",130,4
"12267",112,43
"12268",112,43
"12269",69,118
"12270",145,72
"12271",113,45
"12272",113,131
"12273",95,144
"12274",118,69
"12275",61,25
"12276",72,27
"12277",25,113
"12278",154,90
"12279",148,40
"12280",85,76
"12281",115,17
"12282",138,130
"12283",16,151
"12284",91,144
"12285",92,120
"12286",130,92
"12287",59,53
"12288",122,61
"12289",130,4
"12290",59,49
"12291",45,122
"12292",20,131
"12293",120,49
"12294",20,131
"12295",92,138
"12296",98,135
"12297",130,109
"12298",112,43
"12299",82,121
"12300",59,120
"12301",92,138
"12302",130,109
"12303",120,49
"12304",120,4
"12305",19,108
"12306",20,131
"12307",122,20
"12308",20,122
"12309",135,154
"12310",154,135
"12311",154,135
"12312",1,144
"12313",20,122
"12314",57,72
"12315",115,17
"12316",63,90
"12317",20,131
"12318",20,131
"12319",69,118
"12320",120,4
"12321",20,131
"12322",39,142
"12323",59,53
"12324",122,20
"12325",120,138
"12326",82,121
"12327",67,90
"12328",121,154
"12329",20,131
"12330",20,122
"12331",154,121
"12332",115,27
"12333",1,144
"12334",20,131
"12335",109,130
"12336",1,121
"12337",72,47
"12338",9,17
"12339",143,91
"12340",91,143
"12341",49,120
"12342",143,91
"12343",98,148
"12344",9,73
"12345",131,122
"12346",130,109
"12347",131,113
"12348",11,67
"12349",130,92
"12350",130,120
"12351",120,138
"12352",130,53
"12353",122,20
"12354",20,131
"12355",20,131
"12356",67,11
"12357",11,147
"12358",92,138
"12359",67,11
"12360",75,118
"12361",39,50
"12362",120,49
"12363",59,120
"12364",92,138
"12365",5,118
"12366",59,53
"12367",65,154
"12368",118,102
"12369",143,91
"12370",131,20
"12371",91,95
"12372",131,61
"12373",127,111
"12374",91,143
"12375",84,154
"12376",149,91
"12377",143,91
"12378",151,127
"12379",95,91
"12380",100,146
"12381",146,100
"12382",114,151
"12383",143,91
"12384",91,53
"12385",151,127
"12386",129,95
"12387",91,143
"12388",98,135
"12389",98,135
"12390",95,91
"12391",91,143
"12392",59,49
"12393",49,92
"12394",121,82
"12395",20,131
"12396",20,131
"12397",20,131
"12398",20,131
"12399",147,67
"12400",130,120
"12401",100,85
"12402",130,120
"12403",130,120
"12404",130,109
"12405",120,49
"12406",43,69
"12407",67,147
"12408",120,49
"12409",57,145
"12410",59,53
"12411",115,9
"12412",20,131
"12413",121,82
"12414",121,82
"12415",20,122
"12416",20,122
"12417",67,65
"12418",120,130
"12419",77,53
"12420",20,131
"12421",20,131
"12422",20,61
"12423",67,147
"12424",65,154
"12425",93,78
"12426",147,65
"12427",65,154
"12428",122,82
"12429",115,27
"12430",42,76
"12431",67,65
"12432",119,151
"12433",58,26
"12434",25,45
"12435",1,144
"12436",85,76
"12437",91,143
"12438",91,143
"12439",91,143
"12440",82,121
"12441",120,59
"12442",59,4
"12443",122,61
"12444",77,109
"12445",127,71
"12446",130,53
"12447",4,138
"12448",82,121
"12449",120,49
"12450",4,138
"12451",20,131
"12452",130,53
"12453",95,92
"12454",20,131
"12455",127,119
"12456",77,53
"12457",144,140
"12458",144,91
"12459",72,27
"12460",149,143
"12461",49,120
"12462",108,19
"12463",45,53
"12464",95,53
"12465",39,50
"12466",59,53
"12467",91,144
"12468",123,134
"12469",131,24
"12470",50,90
"12471",58,88
"12472",39,90
"12473",119,18
"12474",138,130
"12475",98,29
"12476",121,124
"12477",60,124
"12478",85,76
"12479",143,91
"12480",91,143
"12481",95,91
"12482",9,17
"12483",91,144
"12484",91,149
"12485",127,151
"12486",109,77
"12487",26,58
"12488",58,26
"12489",130,92
"12490",59,120
"12491",92,138
"12492",26,95
"12493",26,95
"12494",95,26
"12495",92,49
"12496",92,138
"12497",67,154
"12498",4,150
"12499",67,11
"12500",120,49
"12501",141,107
"12502",100,118
"12503",118,100
"12504",100,118
"12505",100,118
"12506",118,100
"12507",83,90
"12508",57,72
"12509",134,123
"12510",59,53
"12511",100,118
"12512",4,150
"12513",1,76
"12514",150,108
"12515",34,17
"12516",100,118
"12517",112,29
"12518",98,135
"12519",98,29
"12520",120,49
"12521",120,49
"12522",120,4
"12523",154,65
"12524",7,24
"12525",119,111
"12526",17,80
"12527",143,91
"12528",67,24
"12529",154,138
"12530",119,35
"12531",85,76
"12532",115,145
"12533",145,72
"12534",97,3
"12535",66,112
"12536",134,65
"12537",77,109
"12538",131,122
"12539",58,95
"12540",120,4
"12541",49,92
"12542",130,120
"12543",130,53
"12544",92,138
"12545",57,12
"12546",58,95
"12547",26,138
"12548",95,26
"12549",59,4
"12550",4,59
"12551",49,120
"12552",130,138
"12553",130,92
"12554",112,66
"12555",62,1
"12556",130,4
"12557",130,4
"12558",120,138
"12559",56,48
"12560",151,127
"12561",130,4
"12562",118,89
"12563",67,147
"12564",4,138
"12565",67,147
"12566",113,109
"12567",113,45
"12568",113,15
"12569",121,82
"12570",142,39
"12571",65,154
"12572",56,80
"12573",138,59
"12574",42,79
"12575",42,79
"12576",2,154
"12577",60,147
"12578",120,49
"12579",145,72
"12580",57,27
"12581",154,65
"12582",65,134
"12583",115,145
"12584",45,95
"12585",9,115
"12586",137,151
"12587",17,80
"12588",147,121
"12589",147,67
"12590",147,67
"12591",147,67
"12592",59,53
"12593",20,131
"12594",20,131
"12595",58,26
"12596",77,53
"12597",130,120
"12598",77,95
"12599",45,109
"12600",130,4
"12601",53,109
"12602",95,58
"12603",20,131
"12604",120,49
"12605",101,24
"12606",145,27
"12607",131,113
"12608",130,120
"12609",67,29
"12610",60,98
"12611",130,109
"12612",98,60
"12613",5,118
"12614",144,146
"12615",131,122
"12616",26,53
"12617",19,108
"12618",82,121
"12619",24,67
"12620",131,138
"12621",143,144
"12622",53,15
"12623",120,138
"12624",133,33
"12625",109,45
"12626",135,98
"12627",120,49
"12628",67,98
"12629",120,49
"12630",98,135
"12631",24,82
"12632",119,35
"12633",121,60
"12634",60,121
"12635",17,138
"12636",65,154
"12637",154,65
"12638",109,130
"12639",109,130
"12640",109,130
"12641",9,17
"12642",9,17
"12643",131,122
"12644",59,109
"12645",59,53
"12646",53,120
"12647",53,120
"12648",53,120
"12649",53,95
"12650",120,92
"12651",92,120
"12652",71,151
"12653",49,120
"12654",82,121
"12655",121,82
"12656",121,82
"12657",131,117
"12658",49,120
"12659",130,120
"12660",130,120
"12661",123,19
"12662",131,138
"12663",131,122
"12664",122,20
"12665",53,26
"12666",92,138
"12667",67,84
"12668",67,147
"12669",45,53
"12670",39,54
"12671",59,138
"12672",58,53
"12673",49,120
"12674",59,138
"12675",53,45
"12676",33,133
"12677",33,110
"12678",131,65
"12679",121,154
"12680",133,33
"12681",15,53
"12682",61,131
"12683",144,53
"12684",89,55
"12685",109,130
"12686",109,130
"12687",42,76
"12688",25,61
"12689",13,141
"12690",144,26
"12691",116,78
"12692",138,59
"12693",85,76
"12694",63,39
"12695",137,151
"12696",151,127
"12697",127,71
"12698",9,27
"12699",9,27
"12700",58,95
"12701",53,58
"12702",131,20
"12703",58,53
"12704",67,84
"12705",67,147
"12706",39,63
"12707",67,147
"12708",72,27
"12709",63,90
"12710",130,49
"12711",26,58
"12712",90,53
"12713",58,26
"12714",47,48
"12715",1,144
"12716",133,127
"12717",60,147
"12718",45,15
"12719",130,49
"12720",149,143
"12721",42,79
"12722",93,58
"12723",145,72
"12724",147,82
"12725",147,65
"12726",67,147
"12727",25,45
"12728",35,151
"12729",122,61
"12730",113,68
"12731",113,124
"12732",85,76
"12733",138,59
"12734",138,59
"12735",138,59
"12736",138,59
"12737",133,3
"12738",138,59
"12739",20,131
"12740",20,122
"12741",122,20
"12742",121,147
"12743",147,121
"12744",137,127
"12745",87,125
"12746",144,146
"12747",87,151
"12748",138,49
"12749",138,59
"12750",109,130
"12751",95,144
"12752",67,65
"12753",17,9
"12754",109,130
"12755",24,124
"12756",1,144
"12757",138,65
"12758",138,59
"12759",125,87
"12760",151,86
"12761",151,137
"12762",122,61
"12763",20,131
"12764",127,151
"12765",122,131
"12766",84,1
"12767",63,74
"12768",109,130
"12769",61,67
"12770",151,127
"12771",151,86
"12772",98,136
"12773",155,103
"12774",58,144
"12775",9,17
"12776",1,121
"12777",33,22
"12778",136,98
"12779",145,47
"12780",144,95
"12781",95,144
"12782",98,135
"12783",63,74
"12784",61,147
"12785",98,99
"12786",138,59
"12787",151,127
"12788",131,61
"12789",61,56
"12790",61,122
"12791",58,95
"12792",1,147
"12793",61,124
"12794",109,130
"12795",98,148
"12796",145,72
"12797",155,84
"12798",155,84
"12799",131,65
"12800",61,67
"12801",61,147
"12802",119,151
"12803",137,151
"12804",61,147
"12805",1,147
"12806",33,51
"12807",151,119
"12808",61,124
"12809",25,124
"12810",9,115
"12811",151,127
"12812",58,95
"12813",58,26
"12814",58,26
"12815",131,20
"12816",58,95
"12817",109,130
"12818",61,131
"12819",24,147
"12820",58,26
"12821",20,131
"12822",20,61
"12823",61,140
"12824",61,68
"12825",133,20
"12826",33,110
"12827",74,5
"12828",117,110
"12829",117,110
"12830",117,110
"12831",144,100
"12832",117,110
"12833",151,127
"12834",151,71
"12835",119,35
"12836",137,151
"12837",44,151
"12838",113,109
"12839",113,131
"12840",109,113
"12841",125,151
"12842",9,17
"12843",9,17
"12844",61,20
"12845",131,20
"12846",131,20
"12847",131,61
"12848",72,27
"12849",155,103
"12850",20,131
"12851",35,151
"12852",1,144
"12853",144,140
"12854",20,131
"12855",20,131
"12856",140,156
"12857",1,144
"12858",91,149
"12859",151,35
"12860",145,72
"12861",119,151
"12862",33,110
"12863",151,137
"12864",151,127
"12865",67,65
"12866",131,20
"12867",131,20
"12868",20,61
"12869",155,139
"12870",117,29
"12871",95,91
"12872",113,109
"12873",131,61
"12874",74,5
"12875",109,130
"12876",92,120
"12877",20,47
"12878",20,131
"12879",20,61
"12880",20,131
"12881",31,91
"12882",20,131
"12883",151,127
"12884",151,137
"12885",144,91
"12886",20,131
"12887",33,133
"12888",95,26
"12889",109,130
"12890",117,110
"12891",43,156
"12892",91,31
"12893",117,110
"12894",137,151
"12895",20,61
"12896",98,148
"12897",130,109
"12898",33,110
"12899",56,27
"12900",156,20
"12901",145,72
"12902",115,27
"12903",49,59
"12904",20,117
"12905",117,20
"12906",156,55
"12907",156,102
"12908",156,102
"12909",20,131
"12910",20,156
"12911",131,61
"12912",20,131
"12913",49,4
"12914",95,91
"12915",60,147
"12916",156,126
"12917",119,35
"12918",109,130
"12919",20,131
"12920",7,65
"12921",131,67
"12922",121,11
"12923",140,128
"12924",33,151
"12925",121,11
"12926",111,151
"12927",151,111
"12928",142,39
"12929",20,47
"12930",20,131
"12931",20,17
"12932",151,33
"12933",20,131
"12934",20,131
"12935",20,61
"12936",151,137
"12937",100,118
"12938",114,18
"12939",131,20
"12940",95,91
"12941",67,65
"12942",117,110
"12943",131,20
"12944",117,110
"12945",20,131
"12946",20,131
"12947",147,24
"12948",137,151
"12949",91,75
"12950",120,146
"12951",131,20
"12952",151,127
"12953",9,17
"12954",117,20
"12955",145,72
"12956",49,120
"12957",72,145
"12958",72,27
"12959",98,2
"12960",141,107
"12961",117,110
"12962",67,65
"12963",39,54
"12964",119,35
"12965",151,127
"12966",67,65
"12967",20,131
"12968",131,61
"12969",20,131
"12970",20,131
"12971",131,20
"12972",9,115
"12973",9,17
"12974",67,65
"12975",44,151
"12976",98,48
"12977",1,90
"12978",122,20
"12979",20,122
"12980",144,91
"12981",144,91
"12982",144,91
"12983",144,91
"12984",137,44
"12985",118,129
"12986",145,27
"12987",151,86
"12988",145,72
"12989",48,80
"12990",118,129
"12991",118,129
"12992",98,148
"12993",1,144
"12994",1,144
"12995",91,144
"12996",156,102
"12997",151,33
"12998",5,69
"12999",49,120
"13000",65,109
"13001",143,91
"13002",154,65
"13003",91,143
"13004",1,144
"13005",1,144
"13006",20,131
"13007",20,122
"13008",117,29
"13009",118,129
"13010",147,24
"13011",6,33
"13012",16,151
"13013",49,120
"13014",131,20
"13015",20,131
"13016",122,20
"13017",131,20
"13018",53,91
"13019",118,89
"13020",147,24
"13021",45,65
"13022",71,151
"13023",91,143
"13024",49,120
"13025",119,35
"13026",151,127
"13027",131,61
"13028",122,61
"13029",143,91
"13030",33,110
"13031",49,120
"13032",114,18
"13033",144,43
"13034",151,71
"13035",49,120
"13036",49,120
"13037",67,65
"13038",67,65
"13039",156,90
"13040",151,127
"13041",67,65
"13042",123,108
"13043",123,134
"13044",149,91
"13045",137,151
"13046",33,110
"13047",98,65
"13048",74,108
"13049",87,151
"13050",51,6
"13051",87,151
"13052",77,95
"13053",98,148
"13054",137,151
"13055",91,149
"13056",113,45
"13057",115,27
"13058",151,137
"13059",75,91
"13060",137,151
"13061",151,137
"13062",151,137
"13063",151,137
"13064",151,137
"13065",137,151
"13066",151,127
"13067",151,137
"13068",49,120
"13069",95,77
"13070",95,91
"13071",137,151
"13072",137,151
"13073",151,127
"13074",20,131
"13075",20,131
"13076",20,131
"13077",49,120
"13078",115,27
"13079",72,27
"13080",26,91
"13081",115,145
"13082",91,26
"13083",20,131
"13084",26,91
"13085",137,151
"13086",24,121
"13087",1,154
"13088",137,151
"13089",116,65
"13090",119,35
"13091",137,151
"13092",119,151
"13093",23,151
"13094",20,131
"13095",87,151
"13096",109,130
"13097",44,137
"13098",44,151
"13099",4,138
"13100",137,151
"13101",84,155
"13102",98,65
"13103",145,27
"13104",131,61
"13105",151,127
"13106",111,35
"13107",131,122
"13108",49,92
"13109",7,65
"13110",98,65
"13111",151,127
"13112",9,17
"13113",77,53
"13114",98,65
"13115",151,119
"13116",151,137
"13117",137,151
"13118",137,151
"13119",9,17
"13120",117,110
"13121",1,144
"13122",1,144
"13123",1,144
"13124",1,144
"13125",1,144
"13126",151,127
"13127",151,18
"13128",7,65
"13129",20,131
"13130",20,131
"13131",20,131
"13132",20,131
"13133",131,53
"13134",98,65
"13135",131,20
"13136",27,145
"13137",57,27
"13138",33,110
"13139",98,2
"13140",33,110
"13141",6,13
"13142",151,125
"13143",51,33
"13144",151,127
"13145",49,120
"13146",84,155
"13147",119,151
"13148",136,89
"13149",119,18
"13150",151,127
"13151",9,17
"13152",49,120
"13153",20,131
"13154",20,131
"13155",151,127
"13156",122,20
"13157",61,122
"13158",61,20
"13159",61,20
"13160",20,131
"13161",33,110
"13162",33,3
"13163",98,135
"13164",122,20
"13165",138,4
"13166",122,20
"13167",144,143
